isbn13,isbn10,title,subtitle,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count
9780393978193,393978192,The Tempest,"Sources and Contexts, Criticism, Rewritings and Appropriations",William Shakespeare;Peter Hulme;William Howard Sherman,Drama,http://books.google.com/books/content?id=PUpyQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Presents William Shakespeare's ""The Tempest"" and includes excerpts from its sources, eighteen works of criticism by writers ranging from John Dryden to Barbara Fuchs, and seventeen works based on the play by such authors as Percy Shelley and Ted Hughes.",2004.0,3.81,355.0,567.0
9780393978896,393978893,Wuthering Heights,"The 1847 Text, Backgrounds and Contexts, Criticism",Emily Bronte;Emily Brontë,Fiction,http://books.google.com/books/content?id=dBKCQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,The text of the novel is based on the first edition of 1847.,2003.0,3.84,464.0,1041597.0
9780393979169,393979164,Passing,"Authoritative Text, Backgrounds and Contexts, Criticism",Nella Larsen;Carla Kaplan,Fiction,http://books.google.com/books/content?id=ee0LQQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Nella Larsen is a central figure in African American, Modernist, and women s literature.""",2007.0,3.83,546.0,323.0
9780394584041,39458404X,Essentials of Classic Italian Cooking,,Marcella Hazan,Cooking,http://books.google.com/books/content?id=TKFCulve1Z0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,With more than 100 illustrations by Karin Kretschman.,1992.0,4.17,704.0,14222.0
9780394700137,394700139,Ulysses,A Study by Stuart Gibbert,James Joyce,,,,1958.0,4.17,405.0,1868.0
9780394757681,394757688,The Long Goodbye,,Raymond Chandler,Fiction,http://books.google.com/books/content?id=2_kilyJANekC&printsec=frontcover&img=1&zoom=1&source=gbs_api,An encounter with a drunk brings both adventure and trouble to a cynical middle-aged private detective,1992.0,4.22,379.0,25244.0
9780394758268,394758269,The High Window,,Raymond Chandler,Fiction,http://books.google.com/books/content?id=37aywgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Philip Marlowe, a private detective, searches for a priceless gold coin Mrs. Murdock suspects was stolen by a member of her family",1988.0,4.08,265.0,12648.0
9780394758275,394758277,"Farewell, My Lovely",,Raymond Chandler,Fiction,http://books.google.com/books/content?id=PtT0C1rWniIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Marlowe's about to give up on a completely routine case when he finds himself in the wrong place at the right time to get caught up in a murder that leads to a ring of jewel thieves, another murder, a fortune-teller, a couple more murders, and more corruption than your average graveyard.",1992.0,4.15,292.0,24015.0
9780394758282,394758285,The Big Sleep,,Raymond Chandler,Fiction,http://books.google.com/books/content?id=a_KRwlNLDYcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Philip Marlowe, a private eye who operates in Los Angeles's seamy underside during the 1930s, takes on his first case, which involves a paralyzed California millionaire, two psychotic daughters, blackmail, and murder",1992.0,4.01,231.0,97885.0
9780394800165,394800168,Green Eggs and Ham,,Theodor Seuss Geisel;Dr. Seuss,Juvenile Fiction,http://books.google.com/books/content?id=VTolm6HG2EgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Sam-I-Am tries to persuade his friend to try green eggs and ham.,1960.0,4.3,62.0,539202.0
9780394820378,394820371,The Phantom Tollbooth,,Norton Juster,Juvenile Fiction,http://books.google.com/books/content?id=6bPVDtEj2WIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,A journey through a land where Milo learns the importance of words and numbers provides a cure for his boredom.,1996.0,4.21,256.0,206193.0
9780395530078,395530075,The Natural Way to Draw,A Working Plan for Art Study,Kimon Nicolaïdes,Art,http://books.google.com/books/content?id=tjWRImvzWYgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Great for the beginner and the expert, this book offers readers exercises to improve their work.",1941.0,3.88,240.0,36530.0
9780395647417,39564741X,The Lord of the Rings,,J. R. R. Tolkien;Alan Lee,Fiction,,"The three books that make up The Lord of the Rings, presented in a boxed set of hardcover editions. Set contains The Fellowship of the Ring, The Two Towers, and The Return of the King. In ancient times the Rings of Power were crafted by the Elven-smiths, and Sauron, The Dark Lord, forged the One Ring, filling it with his own power so that he could rule all others. But the One Ring was taken from him, and though he sought it throughout Middle-earth, it remained lost to him. After many ages it fell, by chance, into the hands of the hobbit, Bilbo Baggins. From his fastness in the Dark Tower of Mordor, Sauron's power spread far and wide. He gathered all the Great Rings to him, but ever he searched far and wide for the One Ring that would complete his dominion. On his eleventy-first birthday Bilbo disappeared, bequeathing to his young cousin Frodo the Ruling Ring and a perilous quest — to journey across Middle-earth, deep into the shadow of the Dark Lord, and destroy the Ring by casting it into the Cracks of Doom. The Lord of the Rings tells of the great quest undertaken by Frodo and the Fellowship of the Ring: Gandalf the Wizard, Merry, Pippin, and Sam, Gimli the Dwarf, Legolas the Elf, Boromir of Gondor, and a tall, mysterious stranger called Strider.",1992.0,,,
9780399153938,399153934,Book of the Dead,,Patricia Daniels Cornwell,Fiction,http://books.google.com/books/content?id=sk1yb-1qE1YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Relocating to Charleston after a particularly grueling case, Dr. Kay Scarpetta opens a private forensic pathology practice but is quickly targeted by local politics and a covert saboteur before a series of violent deaths bring her skills into high view. 1,500,000 first printing. BOMC, Lit Guild, Doubleday, & Mystery Guild Main.",2007.0,3.65,511.0,22475.0
9780399504334,399504338,Amphigorey,Fifteen Books,,Comics & Graphic Novels,http://books.google.com/books/content?id=uQe2a18Ly6wC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Fifteen works by the American artist and author provide a journey into a macabre world,1980.0,4.05,220.0,35332.0
9780413735904,413735907,A Clockwork Orange,,Anthony Burgess,English drama,http://books.google.com/books/content?id=C-PTAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Anthony Burgess's stage play of his infamous cult novel and film of the same name. Alex and his vicious teenage gang revel in horrific violence, mugging and gang rape. Alex also revels in the music of Beethoven. The Gang communicates in a language which is as complicated as their actions. When a drug-fuelled night of fun ends in murder, Alex is finally busted and banged up. He is given a choice - be brainwashed into good citizenship and set free, or face a lifetime inside. Anthony Burgess's play with music, based on his own provocative 1962 novella of the same name, was first published in 1987. A Clockwork Orangewas made into a film classic by Stanley Kubrick in 1971 and was dramatizes by the RSC in 1990.",1998.0,3.82,51.0,27.0
9780413771162,413771164,The Truth,Stage Adaptation,Terry Pratchett,Drama,http://books.google.com/books/content?id=3fmdQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A new stage adaptation of one of Pratchett's best-selling novels There's been a murder. Allegedly. William de Worde is the Discworld's first investigative journalist. He didn't mean to be - it was just an accident. But, as William fills his pages with reports of local club meetings and pictures of humorously shaped vegetables, dark forces high up in Ankh-Morpork's society are plotting to overthrow the city's ruler, Lord Vetinari.",2002.0,4.28,336.0,41665.0
9780415253895,415253896,The Road to Serfdom,,Friedrich August Hayek,Business & Economics,http://books.google.com/books/content?id=eTve6XEUbYIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Hayek argues convincingly that, while socialist ideals may be tempting, they cannot be accomplished except by means that few would approve of.",2001.0,4.18,272.0,235.0
9780425099339,425099334,Shattered,,Dean Ray Koontz,Fiction,http://books.google.com/books/content?id=2RoXIvtZOpQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"As Alex and Colin speed toward their new home in San Francisco where Courtney awaits them, they are pursued by a madman who is also eager to see Courtney.",1985.0,3.9,289.0,19255.0
9780425116562,425116565,The Cardinal of the Kremlin,,Tom Clancy,Intelligence service,http://books.google.com/books/content?id=1bp6BvF6BhwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In hun strijd om als eerste een verdediging tegen de ""star war""-raketten te vinden zetten de Russen en de Amerikanen alles op alles.",1989.0,4.03,547.0,76.0
9780425134351,425134350,Patriot Games,,Tom Clancy,"Ryan, Jack (Fictitious character)",http://books.google.com/books/content?id=BJqwAK8On4cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,A former CIA analyst vacationing with his family in London helps thwart a terrorist attack on a member of the Royal Family and becomes the target of the terrorist whose brother he killed.,1992.0,4.13,503.0,164306.0
9780425136980,425136981,Shadow Fires,,Dean Ray Koontz,Fiction,http://books.google.com/books/content?id=7XO7FMBs17YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"After her husband's mangled corpse disappears from the morgue, Rachel is stalked by a mysterious stranger who is seeking revenge on her",1987.0,3.78,528.0,9527.0
9780425143322,425143325,Without Remorse,,Tom Clancy,Fiction,http://books.google.com/books/content?id=L-2QP0PdHTYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"John Kelly, an ordinary man, crosses the lines of justice and morality and becomes the legendary Mr. Clark of the CIA, a man of ruthless and brilliant cunning, whose merciless work during an all-out war game is done with complete human detachment. Reprint.",1994.0,4.18,750.0,51824.0
9780425144374,425144372,Clear and Present Danger,,Tom Clancy,Intelligence service,http://books.google.com/books/content?id=RKlOA3XUU5EC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The sudden and surprising assassination of three American officials inColombia. Many people in many places, moving off on missions they all mistakenly thought theyunderstood. The future was too fearful for contemplation, and beyond the expected finish lineswere things that, once decided, were better left unseen. Tom Clancy's new thriller is based on America's war on drugs . . . and the covert --and shocking -- U. S. response.",1989.0,4.1,688.0,116535.0
9780425147511,425147517,The Key to Midnight,,Dean R. Koontz,Fiction,http://books.google.com/books/content?id=LUeL6EHN7wgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Millionaire investigator Alex Hunter meets exciting, desirable Joanna Rand while on a mission in Japan but finds that she is a Senator's daughter who disappeared 10 years ago and now has a new identity. By a #1 best-selling author. Reissue.",1995.0,3.95,419.0,24159.0
9780425147580,425147584,Debt of Honor,,Tom Clancy,Fiction,http://books.google.com/books/content?id=AQ5ZlsUaLRMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Every novel by Tom Clancy has been ""a jaw-tightener and a nail-biter of the first order, "" as the San Diego Union described Without Remorse. But Debt of Honor surpasses them all, with Jack Ryan facing his greatest challenge - against a peril that may become all too real. In retrospect, it would seem an odd way to start a war. . . . The end of history. The new world order. Fine phrases, but as Jack Ryan is about to discover, history isn't dead yet - and only the nature of the threat is new. On the Pacific island of Saipan, a wealthy Japanese businessman regards his new-bought land with satisfaction. In the Indian Ocean off Sri Lanka, a foreign navy begins a series of highly unusual exercises. At the headquarters of America's major stock-clearing corporation, an engineer brings a customized computer program on-line for the first time, and smiles at his own private joke. Three seemingly unrelated incidents, but all just the first links in a chain of events that will stun the world. Called out of retirement to serve as the new President's National Security Advisor, Jack Ryan quickly realizes that the problems of peace are fully as complex as those of war. Enemies have become friends, friends enemies, and even the form of conflict has changed. What he cannot realize, however, is just how close the next conflict is. And when one of those new enemies readies a strike not only at America's territory, but at the heart of her economy, it is Ryan, with the help of CIA officers John Clark and Domingo Chavez, who must prepare an untested President to meet the challenge, if Ryan can only figure out how. For there is a debt of honor to be paid - and the price will be terrifyingly high. . .",1995.0,4.05,990.0,37878.0
9780425152898,425152898,Mind Prey,,John Sandford,Fiction,http://books.google.com/books/content?id=pxVszNkmRBYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Lucas Davenport risks his sanity in the #1 New York Times bestselling series.,1996.0,4.21,354.0,14337.0
9780425161296,425161293,Hocus Pocus,,Kurt Vonnegut,Fiction,http://books.google.com/books/content?id=1JtGrEOqk3UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Tarkington College, a small, exclusive college in upstate New York, is turned upside down when ten thousand prisoners from the maximum security prison across Lake Mohiga break out and head for the college",1997.0,3.82,322.0,24973.0
9780425162446,425162443,The Rapture of Canaan,,Sheri Reynolds,Fiction,http://books.google.com/books/content?id=QTs7HsvsbuIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Ninah Huff, the teenage granddaughter of the founder of an isolated religious community, causes controversy when she is discovered to be pregnant with what she claims is a holy child",1997.0,3.81,320.0,31885.0
9780425170342,425170349,Rainbow Six,,Tom Clancy,Fiction,http://books.google.com/books/content?id=_7jR_ifoeQoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In a novel of military intrigue, formidable ex-Navy SEAL John Clark takes on a world-threatening band of terrorists",1999.0,4.08,912.0,38753.0
9780425180969,425180964,The Bear and the Dragon,,Tom Clancy,Fiction,http://books.google.com/books/content?id=1Pp6gCAAQocC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In the wake of an assassination attempt on the SVR (former KGB) chairman, newly elected U.S. president Jack Ryan puts black ops specialist John Clark on the alert, only to have things complicated by dangerous forces in China.",2001.0,3.82,1137.0,20248.0
9780425181102,425181103,Phantoms,,Dean Ray Koontz,Fiction,http://books.google.com/books/content?id=Tm0oXH7rBpUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A tale of an abandoned town and the unimaginable truth behind its silence... Now with a new afterword, Dean Koontz explains the impact Phantoms had on his career.",2001.0,3.94,448.0,59938.0
9780425181119,425181111,Strangers,,Dean Koontz,Fiction,http://books.google.com/books/content?id=CUAWZvJy2EoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A group of seemingly unrelated people experiences sensations of numbing terror and fear and, groping their way toward one another, discover their sinister, shared secrets in a chilling climax that changes their lives forever. Reissue.",2002.0,4.0,704.0,38003.0
9780425182871,425182878,Chosen Prey,,John Sandford,Fiction,http://books.google.com/books/content?id=B9DmnG_JQ-UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Hoping to use a supposedly straightforward case of murder to clear his mind, Deputy Chief Lucas Davenport finds himself matching wits with an ever-escalating serial killer, art history professor, congenial pervert, and sexual predator James Qatar.",2002.0,4.24,383.0,22258.0
9780425185506,425185508,Picture Perfect,,Jodi Picoult,Fiction,http://books.google.com/books/content?id=QicRkNF3KgkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Falling madly in love and beginning what she believed would be the perfect marriage with Hollywood leading man Alex Rivers, renowned anthropologist Cassie Barret is heartbroken when their fairy-tale romance falls apart. Reissue.",2002.0,3.54,369.0,45142.0
9780425188224,425188221,Shadowland,,Peter Straub,Fiction,http://books.google.com/books/content?id=glulPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Best friends Tom Flanagan and Del Nightingale, apprentices to a master magician, enter a dark realm of immeasurable evil, more ancient than death itself, where only one of them will survive.",2003.0,3.91,468.0,10062.0
9780425190371,425190374,Practical Magic,,Alice Hoffman,Fiction,http://books.google.com/books/content?id=7hHCkMIDABsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Sorcery is the legacy of Gillian and Sally Owens, a legacy they both try to escape until they realize their magic is a gift, not an affliction.",2003.0,3.79,286.0,49141.0
9780425192030,425192032,Lightning,,Dean Ray Koontz,Fiction,http://books.google.com/books/content?id=pICRe5esbSUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Aided through many crises throughout her life by the almost miraculous intervention of a stranger, Laura Shane learns the nature of her awesome destiny when, on her thirtieth birthday, the stranger finally requests her help. Reissue.",2003.0,4.07,384.0,47491.0
9780425194522,425194523,Raise the Titanic!,,Clive Cussler,Fiction,http://books.google.com/books/content?id=WDNyYFPIW3kC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Two Russian spies and a violent hurricane hinder Dirk Pitt's herculean efforts to raise the R.M.S. Titanic and thereby salvage the world's only supply of a rare metal, needed for a secret American defense system. Reissue.",2004.0,3.97,545.0,20805.0
9780425195482,425195481,The Bad Place,,Dean Koontz,Fiction,http://books.google.com/books/content?id=x25Pu8TXqokC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"After repeatedly waking up in strange places and not knowing how he arrived there, Frank Pollard enlists the help of Nick and Julie Dakota, a husband-and-wife detective team, to watch where he goes in his sleep. Reissue.",2004.0,3.89,427.0,29473.0
9780425197394,425197395,The Mediterranean Caper,,Clive Cussler,Fiction,http://books.google.com/books/content?id=HESwDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Dirk Pitt responds to a call of distress and finds himself coping with a modern Greek goddess in a red bikini, a vast drug-smuggling ring, a still-active Nazi criminal, and a perilous undersea labyrinth.",2004.0,3.77,391.0,14660.0
9780425197547,425197549,Guilty Pleasures,,Laurell K. Hamilton,Fiction,http://books.google.com/books/content?id=9SOVyAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Vampire hunter Anita Blake (known by the vampires she kills as ""The Executioner"") is hired by the most powerful vampire in town to find out who has been murdering vampires. Reprint.",2004.0,4.02,355.0,112848.0
9780425198681,425198685,Pattern Recognition,,William Gibson,Fiction,http://books.google.com/books/content?id=aUCzDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Hired to investigate a mysterious video collection that has been appearing on the Internet, market research consultant Cayce Pollard realizes that there is more to the assignment when her computer is hacked. Reprint.",2005.0,3.87,367.0,37313.0
9780425198735,425198731,Blow Fly,,,Fiction,http://books.google.com/books/content?id=fsQk77xSERAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Leaving Virginia in search of peace and quiet, Dr. Kay Scarpetta journeys to Florida, where a series of baffling murders entangles her in an international conspiracy that confronts her with the most unexpected circumstance of her life. Reprint.",2004.0,3.76,467.0,31269.0
9780425199329,425199320,Trojan Odyssey,,Clive Cussler,Fiction,http://books.google.com/books/content?id=bQEku8FUjLwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Underwater adventurer Dirk Pitt and the NUMA crew investigate a black tide infesting the ocean off Nicaragua, a study complicated by the discovery of a mysterious artifact, a powerful storm, and a conspiracy.",2004.0,3.93,463.0,14788.0
9780425203897,425203891,Hideaway,,Dean Ray Koontz,Fiction,http://books.google.com/books/content?id=b1kMSSYUH9oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"When Hatch Harrison is brought back to life in an ambulance, his second chance turns into a nightmarish quest to squelch the evil he brought back with him from the afterlife. Reissue.",2005.0,3.83,413.0,29475.0
9780425207970,425207978,Danse Macabre,,Laurell K. Hamilton,Fiction,http://books.google.com/books/content?id=F5wx80y_tsYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Anita Blake is worried that her careers as a Federal Marshal who raises the dead and as a vampire executioner may be jeopardized when she realizes that she may be pregnant--and the father could be a vampire, a werewolf, or someone else entirely. 300,000 first printing.",2006.0,3.81,483.0,788.0
9780425212011,425212017,Strange Candy,,Laurell K. Hamilton,Fiction,http://books.google.com/books/content?id=CkvIzDI4UGMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A collection of short fiction features ""The Girl Who Was Infatuated with Death,"" an Anita Blake, Vampire Hunter story, as well as ""House of Wizards,"" ""Stealing Souls,"" and ""Those Who Seek Forgiveness,"" a never-before-published Anita Blake tale.",2006.0,3.75,257.0,15140.0
9780425213384,425213382,Cause of Death,,Patricia Daniels Cornwell,Fiction,http://books.google.com/books/content?id=f8ZaPTO945oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The mysterious death of diver Ted Eddings, an investigative reporter, and the murder of a morgue assistant driving her car lead medical examiner Kay Scarpetta, her niece, and police captain Pete Marino on the trail of a deadly supremacist group.",2007.0,3.93,356.0,37965.0
9780425213612,425213617,Wicked Ties,,Shayla Black,Fiction,http://books.google.com/books/content?id=sdVnWD7oe00C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Hiring bodyguard Jack Cole when a stalker turns dangerous, cable sex talk show host Morgan O'Malley embarks on a passionate love affair with Jack, with whom she lives out some of her most secret fantasies. Original. 25,000 first printing.",2007.0,3.96,341.0,22083.0
9780425213971,425213978,Labyrinth,,Kate Mosse,Fiction,http://books.google.com/books/content?id=ojhm1IJv0DkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Alice, a volunteer at an archaeological dig, becomes a target after discovering a pair of crumbling skeletons in the Pyrenees mountains, while eight hundred years in the past, Alaèis, the daughter of a crusader, must safeguard the location of the Holy Grail.",2007.0,3.57,515.0,39225.0
9780425214435,425214435,Eyes of Prey,,John Sandford,Fiction,http://books.google.com/books/content?id=pOZFDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A weary Lieutenant Lucas Davenport, still recovering from two previous brutal cases, is drawn into the search for a serial killer, an evil man of remarkable intelligence and savagery with a penchant for mutilating the eyes of his victims. Reissue.",2007.0,4.18,358.0,18139.0
9780426203674,426203674,Cat's Cradle,Warhead,Andrew Cartmel,Fiction,http://books.google.com/books/content?id=qsf4MAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The script editor of the Doctor Who television series from 1987 to 1989 returns with the second adventure in the Cat's Cradle series of Doctor Who novels. As destruction of the environment reaches the point of no return, multinational corporations and super-rich individuals unite in a desperate effort. If Earth is to survive, somebody has to stop them. . . .",1991.0,3.52,262.0,391.0
9780435233075,435233076,Death of a Salesman,,Arthur Miller,American drama,http://books.google.com/books/content?id=VmJa4tLn0vMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Willy Loman has been a salesman all his life, but at sixty he is forced to take stock of his life and face its futility and failure. His predicament gives him heroic stature in this modern-day tragedy.",1994.0,3.5,117.0,146272.0
9780435233396,435233394,His Dark Materials,,Nicholas Wright;Philip Pullman,Children's plays,http://books.google.com/books/content?id=VlBnzbljptgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"From the novels by Philip Pullman, this brilliant adaptation by Nicholas Wright of His Dark Materials is sure to be a runaway success with your students - such is the popularity of the original trilogy which has earned wide literary acclaim. Consists of the two critically acclaimed plays performed at the National Theatre both printed in one volume - thus offering exceptional value for money. Invaluable teacher's notes and student drama activities written by Ruth Moore and Paul Bunyan, recognised experts in the area of Drama in English. Philip Pullman worked closely with playwright Nicolas Wright to create the text, and both writers have contributed introductions to our edition. The exciting, highly imaginative storyline, which captivates boys and girls alike, offers a wide range of textual and dramatic investigations. Parts for all the class, and ideal for smaller groups, with potential for interchangeable male/female roles.",2005.0,4.04,320.0,93.0
9780439227148,439227143,The Call of the Wild,,Jack London,Juvenile Fiction,http://books.google.com/books/content?id=j6L-qusnoTUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"When Buck is stolen from his kind family, he must quickly learn a new set of survival rules as he is taken away to the gold-crazed North by unsavory men. Original.",2000.0,3.85,172.0,255627.0
9780439244190,439244196,Holes,,Louis Sachar,Blind,http://books.google.com/books/content?id=ISFr-QqgHUYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Newbery Medal Award Winner 1999.,1998.0,3.95,233.0,844072.0
9780439286060,439286069,Freak the Mighty,,W. Rodman Philbrick,Juvenile Fiction,http://books.google.com/books/content?id=nkbygwlq6U0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"At the beginning of eighth grade, learning disabled Max and his new friend Freak, whose birth defect has affected his body but not his brilliant mind, find that when they combine forces they make a powerful team.",2001.0,4.0,169.0,39447.0
9780439321624,43932162X,Quidditch Through the Ages,,J. K. Rowling,"Animals, Mythical",http://books.google.com/books/content?id=d9-FwgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A history of the sport Quidditch, answering such questions such as where the Golden Snitch came from, or why the Wigtown Wanderers have meat cleavers on their robes.",2001.0,4.4,240.0,11459.0
9780439405591,439405599,The Rescue,,Kathryn Lasky,Juvenile Fiction,,"Soren has been reunited with this sister, Eglantine, but now he must deal with the mysterious disappearance of his mentor, Ezylryb, and in his attempt to save his teacher must fight a formidable foe.",2004.0,4.07,198.0,9852.0
9780439436540,439436540,The Time Machine,,H. G. Wells;Melvin Burgess,Juvenile Fiction,http://books.google.com/books/content?id=G9s8PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Presents the classic science fiction thriller depicting the adventures of the Time Traveler whose fantastic invention carries him into the world of the future.,2004.0,3.88,123.0,263.0
9780439436564,439436567,Drowned Wednesday,,Garth Nix,Juvenile Fiction,http://books.google.com/books/content?id=vlXIzgK7ocIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Wednesday has rolled around, and Arthur Penhaligon has an invitation to return to the House that he can't refuse. Drowned Wednesday has sent a ship to pick him up from the hospital ... even though his hometown is miles from any ocean.",2006.0,3.86,389.0,22909.0
9780439474290,439474299,Midnight for Charlie Bone,,Jenny Nimmo,Juvenile Fiction,http://books.google.com/books/content?id=Azg3nwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Charlie Bone's life with his widowed mother and two grandmothers undergoes a dramatic change when he discovers that he can hear people in photographs talking and his aunts decide he must change schools and attend the Bloor's Academy for gifted children.,2003.0,3.81,416.0,35714.0
9780439554893,439554896,Harry Potter and the Chamber of Secrets,,J. K. Rowling;Mary GrandPre,Juvenile Fiction,http://books.google.com/books/content?id=h2Y-PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"When the Chamber of Secrets is opened again at the Hogwarts School for Witchcraft and Wizardry, second-year student Harry Potter finds himself in danger from a dark power that has once more been released on the school.",2003.0,4.41,352.0,6267.0
9780439574273,439574277,The Invisible Man,,H. G. Wells;M. T. Anderson,Juvenile Fiction,http://books.google.com/books/content?id=q1lMPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,A young scientist's adventures with refractions of light bring terror to the residents of Burdock.,2004.0,3.63,208.0,321.0
9780439574280,439574285,The Adventures of Sherlock Holmes,,Sir Arthur Conan Doyle;Eoin Colfer,Juvenile Fiction,http://books.google.com/books/content?id=T0Q9PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Collects twelve stories featuring Sherlock Holmes including ""The nobel bachelor,"" ""A case of identity,"" and ""The copper beeches.""",2004.0,4.31,336.0,811.0
9780439681360,439681367,Underworld,,Jude Watson,Juvenile Fiction,http://books.google.com/books/content?id=b2lvGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Ferus Olin, a former Jedi apprentice, journeys through the underworld of the planet Coruscant in order to rescue a Jedi who is imprisoned in the Jedi Temple by the Empire.",2005.0,3.96,160.0,799.0
9780439700887,439700884,Lady Friday,,Garth Nix,Juvenile Fiction,http://books.google.com/books/content?id=hcPrAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Young Arthur Penhaligon must weigh an offer from Lady Friday that is either a cunning trap for the Rightful Heir or a golden opportunity that he must seize.,2007.0,3.92,320.0,19083.0
9780439709101,439709105,Inkheart,,Cornelia Caroline Funke,Juvenile Fiction,,"Twelve-year-old Meggie learns that her father Mo, a bookbinder, can ""read"" fictional characters to life when an evil ruler named Capricorn, freed from the novel ""Inkheart"" years earlier, tries to force Mo to release an immortal monster from the story.",2005.0,3.87,563.0,309700.0
9780439847773,43984777X,The Abduction,,Gordon Korman,Juvenile Fiction,http://books.google.com/books/content?id=4yZOGQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"When Aiden's sister, Meg, is kidnapped, he teams up with the FBI to try to find her by tracking down clues only a brother could recognize.",2006.0,3.99,144.0,3232.0
9780439847797,439847796,The Rescue,,Gordon Korman,Juvenile Fiction,http://books.google.com/books/content?id=g3tGAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"As Aiden Falconer and FBI Agent Harris are closing in on the people who kidnapped Meg, Meg, unaware of the efforts to rescue her, tries to escape on her own and is never where she is suppose to be.",2006.0,4.11,140.0,1818.0
9780439856263,439856264,Mister Monday,,Garth Nix,Juvenile Fiction,http://books.google.com/books/content?id=mAVCTw7FQ7EC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Although Arthur Penhaligon is supposed to die, he is saved by a key shaped like the minute hand of a clock, and now some bizarre creatures--including Mister Monday, his avenging messengers, and an army of dog-faced Fetchers--will stop at nothing to get the key.",2005.0,3.78,384.0,30795.0
